country,country_code,year,age65_pct
Austria,AUT,2010,17.6592449706019
Austria,AUT,2011,17.7360671109115
Austria,AUT,2012,17.9497049255533
Austria,AUT,2013,18.1994460470678
Austria,AUT,2014,18.3880563664351
Austria,AUT,2015,18.4613708048616
Austria,AUT,2016,18.4999156835518
Austria,AUT,2017,18.6103296736393
Austria,AUT,2018,18.7625828458159
Austria,AUT,2019,18.9402993578561
Austria,AUT,2020,19.169788839314
Austria,AUT,2021,19.462852720957
Austria,AUT,2022,19.7897509199721
Austria,AUT,2023,20.1640196753077
Austria,AUT,2024,20.6064031791903
Austria,AUT,2025,NA
Belgium,BEL,2010,17.1172634557158
Belgium,BEL,2011,17.2510605141588
Belgium,BEL,2012,17.4894292316249
Belgium,BEL,2013,17.7203816464754
Belgium,BEL,2014,17.9621509816265
Belgium,BEL,2015,18.1637094668899
Belgium,BEL,2016,18.356666180316
Belgium,BEL,2017,18.584903433857
Belgium,BEL,2018,18.8086209996758
Belgium,BEL,2019,19.029838081816
Belgium,BEL,2020,19.224020193227
Belgium,BEL,2021,19.4520520478909
Belgium,BEL,2022,19.7671927585206
Belgium,BEL,2023,20.1452749547016
Belgium,BEL,2024,20.5580809256443
Belgium,BEL,2025,NA
Bulgaria,BGR,2010,18.1472285711578
Bulgaria,BGR,2011,18.5190836074404
Bulgaria,BGR,2012,18.9492680312808
Bulgaria,BGR,2013,19.3546939511256
Bulgaria,BGR,2014,19.7757387242757
Bulgaria,BGR,2015,20.209781460636
Bulgaria,BGR,2016,20.576051633729602
Bulgaria,BGR,2017,20.8699557799437
Bulgaria,BGR,2018,21.1708879702475
Bulgaria,BGR,2019,21.4794589439076
Bulgaria,BGR,2020,21.6867892994918
Bulgaria,BGR,2021,21.7032217425472
Bulgaria,BGR,2022,21.6972972212748
Bulgaria,BGR,2023,21.8324383446666
Bulgaria,BGR,2024,22.0303362606903
Bulgaria,BGR,2025,NA
Croatia,HRV,2010,17.8775514569316
Croatia,HRV,2011,17.9482034299939
Croatia,HRV,2012,18.2004685581559
Croatia,HRV,2013,18.4765925399494
Croatia,HRV,2014,18.8122396153648
Croatia,HRV,2015,19.2311236257324
Croatia,HRV,2016,19.6581193481792
Croatia,HRV,2017,20.1354432241616
Croatia,HRV,2018,20.6682803013664
Croatia,HRV,2019,21.1822163945349
Croatia,HRV,2020,21.6661760190675
Croatia,HRV,2021,22.1006673274542
Croatia,HRV,2022,22.4847051223347
Croatia,HRV,2023,22.815365461733
Croatia,HRV,2024,23.1877713482095
Croatia,HRV,2025,NA
Cyprus,CYP,2010,11.3182862637672
Cyprus,CYP,2011,11.5524959823113
Cyprus,CYP,2012,11.7783896817994
Cyprus,CYP,2013,12.0174508719101
Cyprus,CYP,2014,12.2610616321095
Cyprus,CYP,2015,12.499902624146
Cyprus,CYP,2016,12.7306530327678
Cyprus,CYP,2017,12.9503446411893
Cyprus,CYP,2018,13.1664879646662
Cyprus,CYP,2019,13.3825533556934
Cyprus,CYP,2020,13.6112758903357
Cyprus,CYP,2021,13.8514250837978
Cyprus,CYP,2022,14.0779422699926
Cyprus,CYP,2023,14.3232720596026
Cyprus,CYP,2024,14.616184268068
Cyprus,CYP,2025,NA
Czechia,CZE,2010,15.4590024087743
Czechia,CZE,2011,15.8988256979579
Czechia,CZE,2012,16.5000497271668
Czechia,CZE,2013,17.0821590856387
Czechia,CZE,2014,17.6054939584589
Czechia,CZE,2015,18.0968797652582
Czechia,CZE,2016,18.5951592241056
Czechia,CZE,2017,19.085882000882
Czechia,CZE,2018,19.5315793430182
Czechia,CZE,2019,19.9485877378936
Czechia,CZE,2020,20.2939736426932
Czechia,CZE,2021,20.5371541683077
Czechia,CZE,2022,20.5183106530339
Czechia,CZE,2023,20.5459005583495
Czechia,CZE,2024,20.8453836809891
Czechia,CZE,2025,NA
Denmark,DNK,2010,16.5574489274022
Denmark,DNK,2011,17.0763558660448
Denmark,DNK,2012,17.6035443304634
Denmark,DNK,2013,18.0533476868912
Denmark,DNK,2014,18.4155552098464
Denmark,DNK,2015,18.7039395633233
Denmark,DNK,2016,18.9425702764271
Denmark,DNK,2017,19.1822684091773
Denmark,DNK,2018,19.4403886413888
Denmark,DNK,2019,19.7143802297606
Denmark,DNK,2020,20.0008145375227
Denmark,DNK,2021,20.2481262517018
Denmark,DNK,2022,20.4007400764725
Denmark,DNK,2023,20.6001829312424
Denmark,DNK,2024,20.8660704666167
Denmark,DNK,2025,NA
Estonia,EST,2010,17.4402915321171
Estonia,EST,2011,17.571641400301
Estonia,EST,2012,17.8628188378184
Estonia,EST,2013,18.1984559754977
Estonia,EST,2014,18.5609288129198
Estonia,EST,2015,18.88875196261
Estonia,EST,2016,19.186016024635
Estonia,EST,2017,19.4674154002753
Estonia,EST,2018,19.6754905294355
Estonia,EST,2019,19.8965346883511
Estonia,EST,2020,20.2000948355964
Estonia,EST,2021,20.4337977975588
Estonia,EST,2022,20.6300461857585
Estonia,EST,2023,20.9140825455897
Estonia,EST,2024,21.2973321004949
Estonia,EST,2025,NA
Finland,FIN,2010,17.2594164785613
Finland,FIN,2011,17.8213910625007
Finland,FIN,2012,18.4499585932434
Finland,FIN,2013,19.0733570715343
Finland,FIN,2014,19.6661048130943
Finland,FIN,2015,20.2090618722589
Finland,FIN,2016,20.6838033296157
Finland,FIN,2017,21.1457473282604
Finland,FIN,2018,21.6154814502107
Finland,FIN,2019,22.061393842071
Finland,FIN,2020,22.4906828905898
Finland,FIN,2021,22.8749565743109
Finland,FIN,2022,23.2287672110978
Finland,FIN,2023,23.5778747195571
Finland,FIN,2024,23.8972369428395
Finland,FIN,2025,NA
France,FRA,2010,16.7822818238459
France,FRA,2011,17.0554720144704
France,FRA,2012,17.4830959695717
France,FRA,2013,17.9295780155891
France,FRA,2014,18.387873214191
France,FRA,2015,18.8516269618174
France,FRA,2016,19.2846641669454
France,FRA,2017,19.6708486830069
France,FRA,2018,20.0394210628073
France,FRA,2019,20.4100888765873
France,FRA,2020,20.747440901072
France,FRA,2021,21.0507539717053
France,FRA,2022,21.3773491158756
France,FRA,2023,21.7491423914771
France,FRA,2024,22.1465618989138
France,FRA,2025,NA
Germany,DEU,2010,20.5654453486144
Germany,DEU,2011,20.5214981321516
Germany,DEU,2012,20.6376494265399
Germany,DEU,2013,20.8129761139965
Germany,DEU,2014,20.9586686898656
Germany,DEU,2015,21.0533536816501
Germany,DEU,2016,21.134996177657
Germany,DEU,2017,21.2936405100178
Germany,DEU,2018,21.4497613850113
Germany,DEU,2019,21.6283933065816
Germany,DEU,2020,21.8447281174981
Germany,DEU,2021,22.1345373657439
Germany,DEU,2022,22.4589063795192
Germany,DEU,2023,22.7900439454493
Germany,DEU,2024,23.1955871731941
Germany,DEU,2025,NA
Greece,GRC,2010,19.1578896272878
Greece,GRC,2011,19.5073861649055
Greece,GRC,2012,19.8890960349321
Greece,GRC,2013,20.2915184129021
Greece,GRC,2014,20.6970672852563
Greece,GRC,2015,21.0794802004731
Greece,GRC,2016,21.3988876993596
Greece,GRC,2017,21.6563374262051
Greece,GRC,2018,21.8966337548395
Greece,GRC,2019,22.1273853041386
Greece,GRC,2020,22.3934327342108
Greece,GRC,2021,22.8389533365326
Greece,GRC,2022,23.2281742678017
Greece,GRC,2023,23.4829980176041
Greece,GRC,2024,23.939763430194
Greece,GRC,2025,NA
Hungary,HUN,2010,16.4983294883917
Hungary,HUN,2011,16.702614184748
Hungary,HUN,2012,16.9920445700114
Hungary,HUN,2013,17.3215490022521
Hungary,HUN,2014,17.6863017779257
Hungary,HUN,2015,18.0559904650891
Hungary,HUN,2016,18.4382661409188
Hungary,HUN,2017,18.7797493757284
Hungary,HUN,2018,19.1292329288769
Hungary,HUN,2019,19.6029229874294
Hungary,HUN,2020,20.0906737724303
Hungary,HUN,2021,20.4050134893418
Hungary,HUN,2022,20.6075593133653
Hungary,HUN,2023,20.819084281895
Hungary,HUN,2024,20.9931972318078
Hungary,HUN,2025,NA
Ireland,IRL,2010,11.378359230371
Ireland,IRL,2011,11.7171523074328
Ireland,IRL,2012,12.0822402487581
Ireland,IRL,2013,12.4475140098686
Ireland,IRL,2014,12.7951907142582
Ireland,IRL,2015,13.1102542122923
Ireland,IRL,2016,13.3920921055483
Ireland,IRL,2017,13.6720454120936
Ireland,IRL,2018,13.953591703573199
Ireland,IRL,2019,14.2437778846663
Ireland,IRL,2020,14.5621473419585
Ireland,IRL,2021,14.8535759354494
Ireland,IRL,2022,15.16194031114
Ireland,IRL,2023,15.5417068369309
Ireland,IRL,2024,15.8920783803289
Ireland,IRL,2025,NA
Italy,ITA,2010,20.4589612100469
Italy,ITA,2011,20.6879338870931
Italy,ITA,2012,20.9966444751961
Italy,ITA,2013,21.330672420342
Italy,ITA,2014,21.6978740078895
Italy,ITA,2015,22.0285256126439
Italy,ITA,2016,22.3095886391617
Italy,ITA,2017,22.558669089969
Italy,ITA,2018,22.806214328884298
Italy,ITA,2019,23.104171093177
Italy,ITA,2020,23.379233231567
Italy,ITA,2021,23.6619735523658
Italy,ITA,2022,23.929189689659
Italy,ITA,2023,24.2187831541913
Italy,ITA,2024,24.624776723376
Italy,ITA,2025,NA
Latvia,LVA,2010,18.2544494766261
Latvia,LVA,2011,18.4754761239579
Latvia,LVA,2012,18.6755010177509
Latvia,LVA,2013,18.9296873835699
Latvia,LVA,2014,19.2414909818675
Latvia,LVA,2015,19.5243158412573
Latvia,LVA,2016,19.7753873612594
Latvia,LVA,2017,20.0107948444194
Latvia,LVA,2018,20.1981958800325
Latvia,LVA,2019,20.4072272200842
Latvia,LVA,2020,20.672170955753302
Latvia,LVA,2021,20.8461609037398
Latvia,LVA,2022,21.0117630297337
Latvia,LVA,2023,21.3320948408305
Latvia,LVA,2024,21.7358403074143
Latvia,LVA,2025,NA
Lithuania,LTU,2010,17.6097771279808
Lithuania,LTU,2011,17.9884941813021
Lithuania,LTU,2012,18.1799731254535
Lithuania,LTU,2013,18.3577356444558
Lithuania,LTU,2014,18.6035201529541
Lithuania,LTU,2015,18.8803013596424
Lithuania,LTU,2016,19.1757756195781
Lithuania,LTU,2017,19.504402571296
Lithuania,LTU,2018,19.7309309832227
Lithuania,LTU,2019,19.8571907989029
Lithuania,LTU,2020,19.9341539675463
Lithuania,LTU,2021,19.9469849122603
Lithuania,LTU,2022,19.8607556942966
Lithuania,LTU,2023,19.8561787800633
Lithuania,LTU,2024,20.1664889015269
Lithuania,LTU,2025,NA
Luxembourg,LUX,2010,13.9918409176011
Luxembourg,LUX,2011,13.958297980655
Luxembourg,LUX,2012,13.9654108927907
Luxembourg,LUX,2013,14.0256757341215
Luxembourg,LUX,2014,14.1251062865936
Luxembourg,LUX,2015,14.1954152151927
Luxembourg,LUX,2016,14.2424413802086
Luxembourg,LUX,2017,14.3068137144371
Luxembourg,LUX,2018,14.3776280584969
Luxembourg,LUX,2019,14.4700667405182
Luxembourg,LUX,2020,14.5852263807154
Luxembourg,LUX,2021,14.7153406197971
Luxembourg,LUX,2022,14.8424375777289
Luxembourg,LUX,2023,15.1061948765445
Luxembourg,LUX,2024,15.4763638200631
Luxembourg,LUX,2025,NA
Malta,MLT,2010,15.096989119852
Malta,MLT,2011,15.8139408918619
Malta,MLT,2012,16.5765962159862
Malta,MLT,2013,17.3519818416277
Malta,MLT,2014,17.9435630039737
Malta,MLT,2015,18.3273199612118
Malta,MLT,2016,18.6555640731084
Malta,MLT,2017,18.8131074315696
Malta,MLT,2018,18.7496839900321
Malta,MLT,2019,18.5815714000859
Malta,MLT,2020,18.4997679496494
Malta,MLT,2021,18.7721036316463
Malta,MLT,2022,19.2843700775476
Malta,MLT,2023,19.800039778143
Malta,MLT,2024,20.2123026573043
Malta,MLT,2025,NA
Netherlands,NLD,2010,15.2790715770186
Netherlands,NLD,2011,15.7302862366438
Netherlands,NLD,2012,16.3399904352262
Netherlands,NLD,2013,16.8801636441145
Netherlands,NLD,2014,17.3524406523196
Netherlands,NLD,2015,17.7566909073968
Netherlands,NLD,2016,18.0943972670713
Netherlands,NLD,2017,18.4202330068604
Netherlands,NLD,2018,18.7510079268288
Netherlands,NLD,2019,19.0648534024819
Netherlands,NLD,2020,19.3703952280046
Netherlands,NLD,2021,19.6618088308361
Netherlands,NLD,2022,19.9012830406524
Netherlands,NLD,2023,20.1567559021407
Netherlands,NLD,2024,20.4960775816586
Netherlands,NLD,2025,NA
Poland,POL,2010,13.5707882889596
Poland,POL,2011,13.7095291987932
Poland,POL,2012,14.0246184967044
Poland,POL,2013,14.4308218173312
Poland,POL,2014,14.8828006858362
Poland,POL,2015,15.3775328347538
Poland,POL,2016,15.9129115092505
Poland,POL,2017,16.4659360432975
Poland,POL,2018,17.0145616085721
Poland,POL,2019,17.5584217024462
Poland,POL,2020,18.0760468179361
Poland,POL,2021,18.5352368986876
Poland,POL,2022,19.0192157040405
Poland,POL,2023,19.5609114692528
Poland,POL,2024,20.1434028173028
Poland,POL,2025,NA
Portugal,PRT,2010,18.5177045107792
Portugal,PRT,2011,18.8655829835079
Portugal,PRT,2012,19.2003728663626
Portugal,PRT,2013,19.6276592820198
Portugal,PRT,2014,20.1141031472732
Portugal,PRT,2015,20.5742532955034
Portugal,PRT,2016,21.026998642616
Portugal,PRT,2017,21.4882830483163
Portugal,PRT,2018,21.9323930135851
Portugal,PRT,2019,22.3900784021367
Portugal,PRT,2020,22.8627033998973
Portugal,PRT,2021,23.2908706037669
Portugal,PRT,2022,23.688003515383
Portugal,PRT,2023,24.1115106141099
Portugal,PRT,2024,24.5306498594644
Portugal,PRT,2025,NA
Romania,ROU,2010,15.8399964683843
Romania,ROU,2011,16.0573968725291
Romania,ROU,2012,16.2663527867529
Romania,ROU,2013,16.4582814237269
Romania,ROU,2014,16.7939266755188
Romania,ROU,2015,17.209625303825
Romania,ROU,2016,17.5741928757273
Romania,ROU,2017,17.9121340991497
Romania,ROU,2018,18.2496778221635
Romania,ROU,2019,18.604236526527
Romania,ROU,2020,19.0166656963587
Romania,ROU,2021,19.3269658332554
Romania,ROU,2022,19.5152470245056
Romania,ROU,2023,19.7531409207066
Romania,ROU,2024,19.9809987731847
Romania,ROU,2025,NA
Slovak Republic,SVK,2010,12.4478217220765
Slovak Republic,SVK,2011,12.6254872424295
Slovak Republic,SVK,2012,12.9097808254813
Slovak Republic,SVK,2013,13.2842884791878
Slovak Republic,SVK,2014,13.6950033798192
Slovak Republic,SVK,2015,14.1487853575038
Slovak Republic,SVK,2016,14.6624290456748
Slovak Republic,SVK,2017,15.2000556322042
Slovak Republic,SVK,2018,15.7269155531126
Slovak Republic,SVK,2019,16.259188968312
Slovak Republic,SVK,2020,16.7640891006244
Slovak Republic,SVK,2021,17.1648882487724
Slovak Republic,SVK,2022,17.5706371952843
Slovak Republic,SVK,2023,18.0508365765507
Slovak Republic,SVK,2024,18.5373993543753
Slovak Republic,SVK,2025,NA
Slovenia,SVN,2010,16.3680688560959
Slovenia,SVN,2011,16.4955993838356
Slovenia,SVN,2012,16.7904579946341
Slovenia,SVN,2013,17.1479957003396
Slovenia,SVN,2014,17.5469496825326
Slovenia,SVN,2015,18.0184247458794
Slovenia,SVN,2016,18.5120548294753
Slovenia,SVN,2017,19.0009988314642
Slovenia,SVN,2018,19.4617683036878
Slovenia,SVN,2019,19.8516683589804
Slovenia,SVN,2020,20.1213887142885
Slovenia,SVN,2021,20.4309073032618
Slovenia,SVN,2022,20.8812714279501
Slovenia,SVN,2023,21.3323429613727
Slovenia,SVN,2024,21.7723491779025
Slovenia,SVN,2025,NA
Spain,ESP,2010,16.8924601879808
Spain,ESP,2011,17.1687054838507
Spain,ESP,2012,17.4565170843771
Spain,ESP,2013,17.850818523935
Spain,ESP,2014,18.2556448430349
Spain,ESP,2015,18.5417546078088
Spain,ESP,2016,18.7673388766097
Spain,ESP,2017,18.9928200430073
Spain,ESP,2018,19.2023408408683
Spain,ESP,2019,19.3818276285973
Spain,ESP,2020,19.5596160856506
Spain,ESP,2021,19.8133822943511
Spain,ESP,2022,20.1879992491906
Spain,ESP,2023,20.6537075238774
Spain,ESP,2024,21.1454438932121
Spain,ESP,2025,NA
Sweden,SWE,2010,18.2772882991165
Sweden,SWE,2011,18.6361385585896
Sweden,SWE,2012,18.9775519929568
Sweden,SWE,2013,19.2744218602549
Sweden,SWE,2014,19.5210692673755
Sweden,SWE,2015,19.6982615865952
Sweden,SWE,2016,19.773834861054
Sweden,SWE,2017,19.8018336203973
Sweden,SWE,2018,19.862537160070602
Sweden,SWE,2019,19.9506621429353
Sweden,SWE,2020,20.0599853974717
Sweden,SWE,2021,20.1967832299352
Sweden,SWE,2022,20.3419018248482
Sweden,SWE,2023,20.5364235623884
Sweden,SWE,2024,20.7467682423653
Sweden,SWE,2025,NA
Switzerland,CHE,2010,16.8296381939452
Switzerland,CHE,2011,17.0508296205201
Switzerland,CHE,2012,17.3026342972398
Switzerland,CHE,2013,17.5205488628266
Switzerland,CHE,2014,17.7142281195699
Switzerland,CHE,2015,17.8893566752222
Switzerland,CHE,2016,18.0385893516831
Switzerland,CHE,2017,18.2004755827912
Switzerland,CHE,2018,18.3875840156537
Switzerland,CHE,2019,18.582145616847
Switzerland,CHE,2020,18.75153888659
Switzerland,CHE,2021,18.9280297681521
Switzerland,CHE,2022,19.2186649457438
Switzerland,CHE,2023,19.6113808360035
Switzerland,CHE,2024,20.0190518226838
Switzerland,CHE,2025,NA
