country,country_code,year,mktcap_pct_gdp,pvcredit_pct_gdp,FinStructure
Austria,AUT,2010,32.33016308,98.80578175,-0.407028342
Austria,AUT,2011,19.87844232,96.33087146,-0.493323107
Austria,AUT,2012,26.06924472,94.47473306,-0.43347093
Austria,AUT,2013,27.58480738,92.93733046,-0.413584124
Austria,AUT,2014,22.0702317,87.97913898,-0.431734445
Austria,AUT,2015,25.3142848,85.99478361,-0.394893768
Austria,AUT,2016,30.72913746,83.25938747,-0.337775037
Austria,AUT,2017,36.30670044,84.32787863,-0.301808624
Austria,AUT,2018,25.80790307,84.57071447,-0.383276502
Austria,AUT,2019,30.04585435,86.02152548,-0.357975281
Austria,AUT,2020,30.40607258,92.73321594,-0.390653715
Austria,AUT,2021,33.90224425,92.7677951,-0.364376317
Austria,AUT,2022,26.00221086,88.91874499,-0.405017549
Austria,AUT,2023,26.83208881,83.83145857,-0.371155275
Austria,AUT,2024,22.58487767,81.49527247,-0.392425937
Austria,AUT,2025,NA,NA,NA
Belgium,BEL,2010,55.80368823,56.78494581,-0.006278288
Belgium,BEL,2011,43.49816153,55.01400149,-0.077193222
Belgium,BEL,2012,60.09400231,54.48955482,0.035634669
Belgium,BEL,2013,71.42295625,56.15834926,0.093263379
Belgium,BEL,2014,70.35959885,57.61037618,0.077785476
Belgium,BEL,2015,89.91673026,60.80238149,0.166409547
Belgium,BEL,2016,79.73159467,63.02304191,0.097573045
Belgium,BEL,2017,87.3998522,63.96039577,0.133619672
Belgium,BEL,2018,59.17259803,66.33872465,-0.044037084
Belgium,BEL,2019,75.81615155,67.75731685,0.046920463
Belgium,BEL,2020,69.29543296,74.15123076,-0.028278751
Belgium,BEL,2021,70.80608232,72.9645377,-0.012557698
Belgium,BEL,2022,55.99081469,70.86202593,-0.09105924
Belgium,BEL,2023,53.04048134,67.72909226,-0.091647661
Belgium,BEL,2024,49.88371146,66.75299441,-0.106653906
Belgium,BEL,2025,NA,NA,NA
Bulgaria,BGR,2010,14.55217606,68.10791197,-0.383575701
Bulgaria,BGR,2011,14.3083651,65.19243398,-0.368211307
Bulgaria,BGR,2012,NA,65.69834469,NA
Bulgaria,BGR,2013,NA,66.10150437,NA
Bulgaria,BGR,2014,NA,59.14312227,NA
Bulgaria,BGR,2015,NA,54.71622377,NA
Bulgaria,BGR,2016,NA,51.94612629,NA
Bulgaria,BGR,2017,NA,49.73553209,NA
Bulgaria,BGR,2018,23.68096346,50.47652664,-0.196101728
Bulgaria,BGR,2019,23.35511582,49.77383966,-0.194059105
Bulgaria,BGR,2020,25.12595339,51.245186,-0.189581411
Bulgaria,BGR,2021,20.17721842,48.10316253,-0.208941602
Bulgaria,BGR,2022,17.35195832,44.68712194,-0.209396021
Bulgaria,BGR,2023,7.671907013,45.28166234,-0.299585652
Bulgaria,BGR,2024,7.42299356,47.02885548,-0.313854611
Bulgaria,BGR,2025,NA,NA,NA
Croatia,HRV,2010,43.40151055,NA,NA
Croatia,HRV,2011,35.87014781,NA,NA
Croatia,HRV,2012,NA,69.22744727,NA
Croatia,HRV,2013,35.89988437,67.90712629,-0.211492537
Croatia,HRV,2014,33.61501504,66.74041179,-0.22147554
Croatia,HRV,2015,36.1075874,63.17324771,-0.181366849
Croatia,HRV,2016,38.32960353,58.98551044,-0.1391738
Croatia,HRV,2017,40.51917501,55.97748683,-0.104367725
Croatia,HRV,2018,33.45851174,54.26808003,-0.144901212
Croatia,HRV,2019,36.53726694,52.92000025,-0.113317315
Croatia,HRV,2020,38.35412355,59.13800648,-0.13995528
Croatia,HRV,2021,30.41003008,52.85973316,-0.15883716
Croatia,HRV,2022,27.1579226,50.5301962,-0.168733904
Croatia,HRV,2023,29.61093199,46.42720489,-0.121991278
Croatia,HRV,2024,29.91572393,46.84464398,-0.122489221
Croatia,HRV,2025,NA,NA,NA
Cyprus,CYP,2010,26.48959641,234.1282702,-0.971364899
Cyprus,CYP,2011,10.32257624,242.4252984,-1.132644941
Cyprus,CYP,2012,7.967881113,249.095016,-1.173510352
Cyprus,CYP,2013,8.784454189,254.5516588,-1.181485618
Cyprus,CYP,2014,17.3556109,251.7102668,-1.097598996
Cyprus,CYP,2015,13.52334295,243.3048804,-1.106610436
Cyprus,CYP,2016,11.93232845,216.1375707,-1.038282991
Cyprus,CYP,2017,12.29984589,191.6903935,-0.954520454
Cyprus,CYP,2018,12.86592306,135.2406454,-0.734408421
Cyprus,CYP,2019,16.35654636,106.6114938,-0.574181036
Cyprus,CYP,2020,18.36487092,106.4020076,-0.55605378
Cyprus,CYP,2021,18.60878585,87.33293881,-0.457056892
Cyprus,CYP,2022,20.92591407,70.75634232,-0.345059564
Cyprus,CYP,2023,29.59374074,60.51945558,-0.214010668
Cyprus,CYP,2024,29.03843633,56.60599464,-0.193622747
Cyprus,CYP,2025,NA,NA,NA
Czechia,CZE,2010,NA,45.85683142,NA
Czechia,CZE,2011,NA,47.92339126,NA
Czechia,CZE,2012,NA,49.04562127,NA
Czechia,CZE,2013,NA,50.2859791,NA
Czechia,CZE,2014,NA,49.08906239,NA
Czechia,CZE,2015,NA,49.25660167,NA
Czechia,CZE,2016,NA,50.56931301,NA
Czechia,CZE,2017,NA,50.22952714,NA
Czechia,CZE,2018,10.69955054,50.71512278,-0.308571671
Czechia,CZE,2019,10.24676534,49.43619904,-0.304148365
Czechia,CZE,2020,10.5983975,51.97846102,-0.317833207
Czechia,CZE,2021,12.87724523,52.02990604,-0.297776349
Czechia,CZE,2022,9.544718139,48.62847155,-0.305116862
Czechia,CZE,2023,10.04498949,47.71349362,-0.294385266
Czechia,CZE,2024,9.976288699,48.02167845,-0.297093954
Czechia,CZE,2025,NA,NA,NA
Denmark,DNK,2010,NA,192.8297813,NA
Denmark,DNK,2011,NA,187.070966,NA
Denmark,DNK,2012,NA,182.2947194,NA
Denmark,DNK,2013,NA,176.4753589,NA
Denmark,DNK,2014,NA,173.4041433,NA
Denmark,DNK,2015,NA,170.4807859,NA
Denmark,DNK,2016,NA,167.0593463,NA
Denmark,DNK,2017,NA,162.0560897,NA
Denmark,DNK,2018,NA,161.9602238,NA
Denmark,DNK,2019,NA,161.8986789,NA
Denmark,DNK,2020,NA,163.5367551,NA
Denmark,DNK,2021,NA,155.2293211,NA
Denmark,DNK,2022,NA,143.4060006,NA
Denmark,DNK,2023,NA,147.4820985,NA
Denmark,DNK,2024,NA,144.0931022,NA
Denmark,DNK,2025,NA,NA,NA
Estonia,EST,2010,11.42775064,92.77043198,-0.548123605
Estonia,EST,2011,7.41249552,77.69747406,-0.503405999
Estonia,EST,2012,9.780505335,72.20278882,-0.450189821
Estonia,EST,2013,9.794917289,68.53750289,-0.428544057
Estonia,EST,2014,8.165570068,66.19502121,-0.429498816
Estonia,EST,2015,9.252296416,67.46503063,-0.427114704
Estonia,EST,2016,10.59534003,68.0924238,-0.418636015
Estonia,EST,2017,10.8487792,62.57166285,-0.382951984
Estonia,EST,2018,9.879531743,60.74859394,-0.380457017
Estonia,EST,2019,9.777993193,58.22549634,-0.365561125
Estonia,EST,2020,9.726095056,62.45672673,-0.392424454
Estonia,EST,2021,17.21534783,59.28469284,-0.306680299
Estonia,EST,2022,12.93164908,57.22167921,-0.330874019
Estonia,EST,2023,13.05616451,57.65849012,-0.332546512
Estonia,EST,2024,12.55901595,60.53291248,-0.355021313
Estonia,EST,2025,NA,NA,NA
Finland,FIN,2010,84.28303401,87.93709174,-0.019634484
Finland,FIN,2011,55.7967165,89.44018618,-0.195521276
Finland,FIN,2012,60.11588098,92.00960185,-0.181647571
Finland,FIN,2013,76.27139466,93.23724674,-0.091893869
Finland,FIN,2014,79.02358456,93.29285176,-0.076688851
Finland,FIN,2015,86.32107787,94.92797062,-0.045158698
Finland,FIN,2016,94.2276223,94.68516621,-0.002352939
Finland,FIN,2017,97.01565601,93.75094568,0.016709649
Finland,FIN,2018,101.4846597,94.47704879,0.035399093
Finland,FIN,2019,109.8956892,95.51941573,0.070951002
Finland,FIN,2020,123.2960992,100.5702513,0.107334124
Finland,FIN,2021,138.8909332,98.5837983,0.184795932
Finland,FIN,2022,107.1975238,94.695925,0.062233577
Finland,FIN,2023,96.95839673,91.90538322,0.025990068
Finland,FIN,2024,89.84573667,90.86471737,-0.005353061
Finland,FIN,2025,NA,NA,NA
France,FRA,2010,72.23542057,95.81367956,-0.128301327
France,FRA,2011,54.13713486,96.616362,-0.243411737
France,FRA,2012,67.39410838,96.56475809,-0.160640972
France,FRA,2013,81.71242169,95.86338004,-0.074992039
France,FRA,2014,72.90191085,93.90230386,-0.114629999
France,FRA,2015,85.49975263,94.93274648,-0.049601061
France,FRA,2016,87.39637044,96.77688049,-0.048844499
France,FRA,2017,106.1975443,99.76015418,0.031717244
France,FRA,2018,85.05789393,102.1651526,-0.088416234
France,FRA,2019,96.82605936,104.4152989,-0.037833312
France,FRA,2020,100.1313714,121.0584399,-0.099453093
France,FRA,2021,116.2546643,116.2485677,2.81921e-5
France,FRA,2022,96.66930591,114.6496688,-0.087483584
France,FRA,2023,99.43967757,108.4036799,-0.043965145
France,FRA,2024,91.96528741,103.9081169,-0.060354924
France,FRA,2025,NA,NA,NA
Germany,DEU,2010,41.23681518,86.77034023,-0.279441713
Germany,DEU,2011,30.97885908,83.24932379,-0.335811722
Germany,DEU,2012,41.3268939,82.19124203,-0.253981312
Germany,DEU,2013,50.85616385,80.67731155,-0.180385805
Germany,DEU,2014,43.84856849,77.78489983,-0.211813253
Germany,DEU,2015,50.09490821,76.57508997,-0.162478409
Germany,DEU,2016,48.51977432,75.8393971,-0.168852952
Germany,DEU,2017,60.07998176,75.61775639,-0.092636218
Germany,DEU,2018,43.27953875,76.15879885,-0.206588316
Germany,DEU,2019,52.98559783,77.49960422,-0.148624594
Germany,DEU,2020,57.95172894,82.92231766,-0.146772096
Germany,DEU,2021,57.47189501,81.671926,-0.142955458
Germany,DEU,2022,44.98105632,80.1780974,-0.217342704
Germany,DEU,2023,47.74119775,76.37872069,-0.177171426
Germany,DEU,2024,43.62839227,NA,NA
Germany,DEU,2025,NA,NA,NA
Greece,GRC,2010,22.80107857,112.6479017,-0.549071955
Greece,GRC,2011,11.92639163,119.0102042,-0.671276886
Greece,GRC,2012,18.78928814,119.9370644,-0.615990199
Greece,GRC,2013,34.91525996,119.5645054,-0.486999186
Greece,GRC,2014,23.57911038,117.6661733,-0.566081053
Greece,GRC,2015,21.62725395,113.1978457,-0.561259515
Greece,GRC,2016,19.24576922,108.3914975,-0.558231859
Greece,GRC,2017,25.25440722,100.4186207,-0.470061356
Greece,GRC,2018,17.98924175,90.98269975,-0.481589398
Greece,GRC,2019,25.88158115,79.99515502,-0.357588301
Greece,GRC,2020,26.64407114,81.02804736,-0.357271415
Greece,GRC,2021,27.13759884,55.97845446,-0.20444793
Greece,GRC,2022,27.08162239,52.26206428,-0.180773567
Greece,GRC,2023,33.47120231,49.0363796,-0.110304693
Greece,GRC,2024,32.46939536,48.36696689,-0.113337071
Greece,GRC,2025,NA,NA,NA
Hungary,HUN,2010,21.00733531,60.2862736,-0.28111026
Hungary,HUN,2011,13.24719386,58.41365569,-0.3356367
Hungary,HUN,2012,16.15952084,50.38380462,-0.258226298
Hungary,HUN,2013,14.59490302,46.06417012,-0.242642719
Hungary,HUN,2014,10.28372002,42.485724,-0.256185494
Hungary,HUN,2015,14.12197959,35.06024638,-0.168453076
Hungary,HUN,2016,17.48545042,33.27767203,-0.126120212
Hungary,HUN,2017,22.01404975,32.34800632,-0.081298665
Hungary,HUN,2018,17.95118992,32.21721508,-0.114175245
Hungary,HUN,2019,19.93888175,33.07422977,-0.103924797
Hungary,HUN,2020,17.65072059,37.31913934,-0.154587461
Hungary,HUN,2021,17.22548964,38.08277886,-0.16375401
Hungary,HUN,2022,13.48398985,35.73305086,-0.179028327
Hungary,HUN,2023,18.222389,32.52634798,-0.114213975
Hungary,HUN,2024,18.65206049,32.11914258,-0.107508762
Hungary,HUN,2025,NA,NA,NA
Ireland,IRL,2010,27.22569836,133.4261552,-0.606903114
Ireland,IRL,2011,44.98092258,114.7409449,-0.392830229
Ireland,IRL,2012,48.02938572,110.6357649,-0.352719603
Ireland,IRL,2013,70.03116527,102.404137,-0.174284632
Ireland,IRL,2014,53.83526285,78.3674079,-0.147963204
Ireland,IRL,2015,42.37281087,51.26579726,-0.06058949
Ireland,IRL,2016,39.23258854,47.38684144,-0.056914871
Ireland,IRL,2017,42.07031349,42.62273403,-0.00388082
Ireland,IRL,2018,27.83219996,39.71791066,-0.088907
Ireland,IRL,2019,NA,36.05527226,NA
Ireland,IRL,2020,NA,32.34024643,NA
Ireland,IRL,2021,NA,26.48306201,NA
Ireland,IRL,2022,NA,25.44196667,NA
Ireland,IRL,2023,NA,25.22255537,NA
Ireland,IRL,2024,NA,23.78453756,NA
Ireland,IRL,2025,NA,NA,NA
Italy,ITA,2010,24.94521359,92.50174002,-0.432229843
Italy,ITA,2011,18.70356693,93.43413286,-0.488307705
Italy,ITA,2012,22.96680089,93.11601425,-0.451376711
Italy,ITA,2013,28.58327131,90.22793188,-0.391646274
Italy,ITA,2014,27.02454626,88.0646007,-0.392405179
Italy,ITA,2015,32.36253152,86.76795222,-0.34432234
Italy,ITA,2016,27.46698007,84.08043914,-0.36751548
Italy,ITA,2017,31.92713126,79.55560727,-0.308235215
Italy,ITA,2018,26.62472119,75.44116016,-0.326075956
Italy,ITA,2019,30.79506923,72.36134493,-0.275961374
Italy,ITA,2020,31.09711733,81.07265583,-0.322959962
Italy,ITA,2021,33.64994512,74.44729937,-0.266398655
Italy,ITA,2022,25.55548242,68.31718727,-0.293102467
Italy,ITA,2023,28.29410568,61.93577649,-0.232874486
Italy,ITA,2024,31.09696334,59.31162455,-0.194924959
Italy,ITA,2025,NA,NA,NA
Latvia,LVA,2010,NA,96.64417562,NA
Latvia,LVA,2011,4.366348449,82.8884474,-0.560969099
Latvia,LVA,2012,3.963160938,67.20423102,-0.475179391
Latvia,LVA,2013,4.450606901,60.33377462,-0.428543435
Latvia,LVA,2014,3.843706808,53.21953155,-0.38898479
Latvia,LVA,2015,5.361286709,49.99102309,-0.353180176
Latvia,LVA,2016,3.28187377,48.36687012,-0.36222617
Latvia,LVA,2017,4.76993977,43.68660522,-0.315867679
Latvia,LVA,2018,2.727912082,37.90655374,-0.294492446
Latvia,LVA,2019,2.841005175,35.71887457,-0.277401491
Latvia,LVA,2020,3.314454067,34.73132327,-0.265505308
Latvia,LVA,2021,3.050557865,32.45283026,-0.251006863
Latvia,LVA,2022,2.093760651,30.99858848,-0.249294935
Latvia,LVA,2023,1.854840993,28.56368637,-0.232875723
Latvia,LVA,2024,0.823773809,29.53956778,-0.250612198
Latvia,LVA,2025,NA,NA,NA
Lithuania,LTU,2010,NA,59.39248179,NA
Lithuania,LTU,2011,NA,49.88663489,NA
Lithuania,LTU,2012,9.65297349,46.74728796,-0.291391385
Lithuania,LTU,2013,9.101869588,43.21267515,-0.272048735
Lithuania,LTU,2014,9.709498189,41.00507307,-0.250959922
Lithuania,LTU,2015,9.332229365,41.44953005,-0.257551753
Lithuania,LTU,2016,9.432045275,42.7658484,-0.265902099
Lithuania,LTU,2017,9.172141191,40.97973743,-0.25569026
Lithuania,LTU,2018,7.286540697,39.9935535,-0.26609317
Lithuania,LTU,2019,7.503602821,38.73943365,-0.255073234
Lithuania,LTU,2020,8.959661471,37.03401083,-0.229251414
Lithuania,LTU,2021,9.1320423,37.20205671,-0.228896159
Lithuania,LTU,2022,7.102690624,35.69910956,-0.236651905
Lithuania,LTU,2023,6.137287565,34.38680734,-0.235988842
Lithuania,LTU,2024,6.129697378,35.96872691,-0.247763004
Lithuania,LTU,2025,NA,NA,NA
Luxembourg,LUX,2010,179.8992159,86.11712717,0.408053404
Luxembourg,LUX,2011,109.613446,84.17663005,0.129369858
Luxembourg,LUX,2012,117.6691794,83.58294518,0.170309802
Luxembourg,LUX,2013,120.6087244,86.66145807,0.167094063
Luxembourg,LUX,2014,91.80682028,86.30596454,0.029098428
Luxembourg,LUX,2015,78.45869327,91.78405116,-0.072012841
Luxembourg,LUX,2016,97.89973568,96.25308594,0.008355436
Luxembourg,LUX,2017,104.4541204,100.4731335,0.01966336
Luxembourg,LUX,2018,69.60991206,105.4950194,-0.191920632
Luxembourg,LUX,2019,63.30660031,109.0122043,-0.246763227
Luxembourg,LUX,2020,69.997437969999993,110.2121496,-0.212333891
Luxembourg,LUX,2021,70.83710538,102.9976944,-0.172484119
Luxembourg,LUX,2022,62.98985337,102.5489047,-0.217293412
Luxembourg,LUX,2023,60.61904269,93.20533634,-0.184718176
Luxembourg,LUX,2024,44.87778353,85.14360826,-0.24524127
Luxembourg,LUX,2025,NA,NA,NA
Malta,MLT,2010,46.09761068,114.9188336,-0.385985474
Malta,MLT,2011,35.02690067,116.8556344,-0.47375783
Malta,MLT,2012,37.79060173,108.5211456,-0.4143053
Malta,MLT,2013,39.35607619,99.79305316,-0.36024974
Malta,MLT,2014,30.63374772,94.41517896,-0.397598381
Malta,MLT,2015,38.84489565,83.34542227,-0.278014476
Malta,MLT,2016,36.86371025,79.25613735,-0.269830103
Malta,MLT,2017,36.51617885,70.82892079,-0.224219459
Malta,MLT,2018,31.27955285,69.03821161,-0.252795753
Malta,MLT,2019,32.53768625,69.47450759,-0.245835488
Malta,MLT,2020,30.97076685,75.0514134,-0.290105577
Malta,MLT,2021,24.40319329,68.33778691,-0.302444748
Malta,MLT,2022,23.02893281,68.8878745,-0.316815476
Malta,MLT,2023,22.79253434,64.14051305,-0.290226629
Malta,MLT,2024,17.17048318,61.86323715,-0.323121768
Malta,MLT,2025,NA,NA,NA
Netherlands,NLD,2010,77.55147878,112.9882026,-0.181976189
Netherlands,NLD,2011,65.11991997,113.5116001,-0.257019167
Netherlands,NLD,2012,76.95632518,116.009249,-0.199418274
Netherlands,NLD,2013,92.52094079,112.9659373,-0.100927303
Netherlands,NLD,2014,87.2461702,115.2026076,-0.139155776
Netherlands,NLD,2015,93.90802699,110.1329424,-0.08035643
Netherlands,NLD,2016,101.0738682,112.6869164,-0.056148864
Netherlands,NLD,2017,129.6936977,109.2609684,0.093164547
Netherlands,NLD,2018,122.0215412,103.704814,0.086102454
Netherlands,NLD,2019,151.9824775,98.6364847,0.237883107
Netherlands,NLD,2020,150.3110556,100.3517612,0.222629739
Netherlands,NLD,2021,170.6064492,93.88065728,0.333422747
Netherlands,NLD,2022,121.2837319,88.81920267,0.158655775
Netherlands,NLD,2023,129.7195311,85.47279249,0.213950935
Netherlands,NLD,2024,123.1276904,82.32968866,0.201927686
Netherlands,NLD,2025,NA,NA,NA
Poland,POL,2010,39.887325,48.87025284,-0.062237863
Poland,POL,2011,26.19013197,51.48199893,-0.182677045
Poland,POL,2012,35.61354228,50.32350291,-0.102980418
Poland,POL,2013,39.47327465,51.66268971,-0.083785905
Poland,POL,2014,31.1538435,52.62214647,-0.151594224
Poland,POL,2015,28.69876013,53.31367114,-0.17501148
Poland,POL,2016,29.30549897,54.34451971,-0.177009431
Poland,POL,2017,38.11684396,52.27324628,-0.097576558
Poland,POL,2018,26.98925601,51.89591854,-0.179093055
Poland,POL,2019,25.15728273,50.22669235,-0.182574227
Poland,POL,2020,29.29591828,49.2654605,-0.143622617
Poland,POL,2021,28.64154765,45.72698738,-0.124705085
Poland,POL,2022,21.22709232,39.31515552,-0.13907309
Poland,POL,2023,26.05139013,34.70682001,-0.066411031
Poland,POL,2024,21.50452753,33.58507836,-0.09478704
Poland,POL,2025,NA,NA,NA
Portugal,PRT,2010,34.38826157,155.320502,-0.641786542
Portugal,PRT,2011,25.13576273,155.9897449,-0.715738135
Portugal,PRT,2012,30.25771014,152.6503549,-0.662491663
Portugal,PRT,2013,34.92977117,142.8545908,-0.587708443
Portugal,PRT,2014,25.11062998,129.5691813,-0.607006042
Portugal,PRT,2015,30.06311997,119.9445179,-0.525355452
Portugal,PRT,2016,27.75264983,111.2263477,-0.502834325
Portugal,PRT,2017,34.22466958,102.7546048,-0.41248137
Portugal,PRT,2018,25.58257853,96.99805041,-0.450230294
Portugal,PRT,2019,25.58734933,93.26159631,-0.431043165
Portugal,PRT,2020,25.07405213,103.9719184,-0.489076351
Portugal,PRT,2021,26.10221129,98.75259906,-0.454968052
Portugal,PRT,2022,24.31957832,89.36982056,-0.420846331
Portugal,PRT,2023,24.06171866,80.14943003,-0.3730075
Portugal,PRT,2024,20.39853125,77.13745416,-0.386118674
Portugal,PRT,2025,NA,NA,NA
Romania,ROU,2010,8.350350878,38.28600737,-0.243954091
Romania,ROU,2011,7.280464329,37.43260739,-0.247687102
Romania,ROU,2012,NA,35.96056979,NA
Romania,ROU,2013,12.94755573,34.16965053,-0.172181446
Romania,ROU,2014,11.20898257,31.08576027,-0.16444061
Romania,ROU,2015,10.42195594,29.90381457,-0.162485298
Romania,ROU,2016,9.753692021,28.55862431,-0.158146329
Romania,ROU,2017,11.24029209,26.66846046,-0.12988047
Romania,ROU,2018,8.624701975,25.69173917,-0.145933555
Romania,ROU,2019,10.44076106,24.71556311,-0.121556371
Romania,ROU,2020,10.17982048,25.85472182,-0.133014478
Romania,ROU,2021,11.32659873,26.4890321,-0.12768739
Romania,ROU,2022,9.814433564,25.22203698,-0.131296484
Romania,ROU,2023,13.76379568,23.25023044,-0.080092351
Romania,ROU,2024,12.3936029,22.72811954,-0.087964476
Romania,ROU,2025,NA,NA,NA
Slovak Republic,SVK,2010,4.573363164,44.32184326,-0.322156963
Slovak Republic,SVK,2011,5.4468826,45.98562719,-0.325300829
Slovak Republic,SVK,2012,5.697898668,46.13924334,-0.323974876
Slovak Republic,SVK,2013,5.664609782,47.66715811,-0.33469079
Slovak Republic,SVK,2014,5.286399972,49.48458967,-0.350509053
Slovak Republic,SVK,2015,NA,52.31847738,NA
Slovak Republic,SVK,2016,NA,56.6573864,NA
Slovak Republic,SVK,2017,NA,59.86464042,NA
Slovak Republic,SVK,2018,NA,61.43640784,NA
Slovak Republic,SVK,2019,NA,62.46027657,NA
Slovak Republic,SVK,2020,NA,65.64440977,NA
Slovak Republic,SVK,2021,NA,65.10855672,NA
Slovak Republic,SVK,2022,NA,66.72983099,NA
Slovak Republic,SVK,2023,NA,61.45254987,NA
Slovak Republic,SVK,2024,NA,59.63861381,NA
Slovak Republic,SVK,2025,NA,NA,NA
Slovenia,SVN,2010,19.72742216,85.79174075,-0.439408696
Slovenia,SVN,2011,12.35538967,82.45754544,-0.484850549
Slovenia,SVN,2012,14.0248282,79.97285993,-0.456389845
Slovenia,SVN,2013,14.89214184,66.09012941,-0.368536798
Slovenia,SVN,2014,15.1861881,55.02757041,-0.297053129
Slovenia,SVN,2015,14.13033279,50.33863685,-0.275549263
Slovenia,SVN,2016,11.88157261,47.13732271,-0.273925394
Slovenia,SVN,2017,13.12132939,45.46583618,-0.251480302
Slovenia,SVN,2018,13.53444997,43.69871521,-0.235612537
Slovenia,SVN,2019,14.6972943,42.71138818,-0.218527892
Slovenia,SVN,2020,15.82577121,43.5662961,-0.214709833
Slovenia,SVN,2021,17.50719468,41.09733788,-0.182950429
Slovenia,SVN,2022,13.64172013,41.18201616,-0.216999259
Slovenia,SVN,2023,14.59657993,36.34035456,-0.173736406
Slovenia,SVN,2024,15.67720169,35.41502412,-0.157540747
Slovenia,SVN,2025,NA,NA,NA
Spain,ESP,2010,82.04719471,171.3077627,-0.398987867
Spain,ESP,2011,69.30688836,167.0097035,-0.455572025
Spain,ESP,2012,74.7627595,157.4160878,-0.3872644
Spain,ESP,2013,81.96826816,145.7423181,-0.300451178
Spain,ESP,2014,71.93751294,129.3417675,-0.288082212
Spain,ESP,2015,65.26407541,118.2007006,-0.277870633
Spain,ESP,2016,56.6808082,110.6035173,-0.295766634
Spain,ESP,2017,67.24681902,104.4135847,-0.200674638
Spain,ESP,2018,50.54968776,97.85164435,-0.273224298
Spain,ESP,2019,56.80711735,93.43795615,-0.209940323
Spain,ESP,2020,58.86061201,105.6247089,-0.258025542
Spain,ESP,2021,53.08142591,96.21966954,-0.248264819
Spain,ESP,2022,45.93280033,86.0289869,-0.242756261
Spain,ESP,2023,47.5198353,76.48403183,-0.179267758
Spain,ESP,2024,43.69277544,72.4038938,-0.182162427
Spain,ESP,2025,NA,NA,NA
Sweden,SWE,2010,119,123.2800997,-0.019355306
Sweden,SWE,2011,83.49,124.7674581,-0.202906178
Sweden,SWE,2012,103.1,128.7414804,-0.118893991
Sweden,SWE,2013,NA,131.0142561,NA
Sweden,SWE,2014,134.287,130.3098697,0.017121198
Sweden,SWE,2015,136.383,127.5104374,0.038257255
Sweden,SWE,2016,139.808,129.1666524,0.045389125
Sweden,SWE,2017,145.345,132.711622,0.05286537
Sweden,SWE,2018,124.394,133.2633156,-0.03876449
Sweden,SWE,2019,153.934,131.8195867,0.091114965
Sweden,SWE,2020,174.823,138.456628,0.141939814
Sweden,SWE,2021,228.788,136.7958898,0.328214621
Sweden,SWE,2022,159.004,136.0760193,0.092689637
Sweden,SWE,2023,171.155,129.1354797,0.16837717
Sweden,SWE,2024,172.475,125.5207534,0.189134679
Sweden,SWE,2025,NA,NA,NA
Switzerland,CHE,2010,205.2858692,153.9285106,0.184195841
Switzerland,CHE,2011,152.1912893,156.311694,-0.016206374
Switzerland,CHE,2012,179.6915215,162.2221946,0.064495072
Switzerland,CHE,2013,218.1568411,164.0542097,0.18639005
Switzerland,CHE,2014,205.81368,165.1174371,0.142803141
Switzerland,CHE,2015,218.8854131,166.7701133,0.178444543
Switzerland,CHE,2016,204.0071044,170.3782317,0.117229234
Switzerland,CHE,2017,242.5913477,172.8501079,0.227615742
Switzerland,CHE,2018,198.6249469,171.8501079,0.093937587
Switzerland,CHE,2019,254.3016089,174.3501079,0.255743496
Switzerland,CHE,2020,269.7580151,185.1501079,0.259833042
Switzerland,CHE,2021,285.4998614,177.6501079,0.328179117
Switzerland,CHE,2022,220.9420503,172.2501079,0.16453942
Switzerland,CHE,2023,228.6042639,172.3501079,0.187765781
Switzerland,CHE,2024,210.4940264,172.2501079,0.131443504
Switzerland,CHE,2025,NA,NA,NA
